10000 30000
4297 3997 78
1885 3731 33
7785 9966 32
9642 7422 69
8512 726 70
8189 3798 2
4440 5757 84
5986 3687 94
4691 2138 37
9577 3680 72
5108 1723 85
8916 3812 27
2964 263 81
6295 4542 61
8059 4928 84
695 6143 24
5814 7787 68
8668 5632 47
4992 4494 69
4836 8740 88
5292 4840 76
2107 4367 7
6974 3775 54
8853 6432 30
8541 3612 97
1691 6122 65
6917 3621 75
2729 1148 37
1528 4057 81
6292 7819 73
8011 5252 75
4746 9112 13
4317 9834 52
6806 5394 13
4799 2408 12
4647 5886 49
2350 991 80
4472 6300 87
5806 1811 38
6951 7244 72
7763 6072 44
413 147 21
6730 4845 3
8521 3187 53
223 149 24
4751 3774 50
5286 7567 24
358 2555 76
6339 7427 42
2737 9372 48
7726 6320 23
8052 1496 74
9372 4821 39
7767 9833 94
3698 2429 96
7190 3721 82
3104 3610 86
5417 5413 96
4172 2344 58
6609 5322 43
8709 86 67
2771 7396 98
4999 3163 48
7313 4050 87
8645 4735 31
9793 1589 97
2477 1737 21
2239 5310 99
9817 443 28
485 268 54
4979 5250 48
6348 4896 64
7560 5779 80
8468 347 80
5303 2316 8
5159 8576 98
3630 793 26
3960 9934 28
4542 4124 99
5965 1386 68
7825 7512 30
7957 6755 6
2238 1153 80
4946 2083 97
288 1919 56
3076 428 9
9409 9366 67
6212 4962 89
5929 3477 44
9081 9427 22
1825 8057 40
8456 769 32
2024 9835 39
9236 8393 49
4260 2554 19
2167 1960 54
6269 4795 71
1443 2899 17
9626 3815 28
7173 6758 58
3617 169 32
7229 3417 62
2143 1555 90
8983 3488 73
7760 4549 63
7549 715 56
1832 869 18
4752 853 56
7199 8024 20
442 7708 24
2727 6532 75
9458 8932 86
464 6920 26
8038 6376 49
5143 913 1
6813 6467 74
1258 428 77
4767 8291 63
9618 3588 41
8724 1173 19
3338 2595 8
3598 6369 96
3361 1090 78
5527 3132 25
7282 7062 20
433 250 48
2998 1339 13
6134 70 42
1615 7484 35
7968 936 12
4873 545 23
5597 8117 24
1931 8289 89
2781 3681 91
5087 2262 83
3328 7466 39
4204 869 35
6995 2011 22
7549 2907 68
7469 7648 91
4715 1314 28
6564 35 52
2606 1629 61
8823 6038 46
8240 7111 99
9543 7267 9
7131 2382 1
4688 8865 10
7042 3825 27
3735 5931 48
7828 238 83
372 5771 40
1162 918 8
5504 3014 17
9078 2016 28
703 9875 44
2633 811 13
6822 9353 15
3263 4271 83
1364 744 95
3222 1969 7
5442 6993 35
5233 1215 21
665 324 66
445 231 46
6162 1911 73
8955 3974 68
7869 1995 6
4879 4791 32
7968 351 34
179 2922 54
1845 1663 51
1042 429 43
8785 2112 92
6158 4358 50
9396 1135 62
6174 5650 79
906 4839 64
164 86 59
6804 5412 82
8135 6546 29
4867 6904 91
3383 1064 70
783 5350 5
8942 2312 100
5811 5031 58
6764 3467 55
9961 7115 88
9151 8709 29
7003 4392 60
4728 3822 96
2160 4807 96
4408 657 33
6704 2543 29
4205 3324 54
8699 6830 44
7485 156 18
9914 9288 13
9276 5096 57
8684 3760 26
3053 5605 55
6928 921 67
4656 7639 58
5977 6972 6
5466 9717 6
9161 6076 91
2947 7105 63
4030 2517 38
3261 7024 88
6530 5230 63
9256 2340 86
2353 636 12
2318 792 99
5730 5709 83
6789 4557 66
210 57 13
7210 7690 7
991 6001 44
6945 8795 40
7593 4179 3
9512 7063 68
5607 5519 70
2871 1770 43
799 2094 37
6187 7425 28
1714 7210 73
3954 2507 44
3316 7844 69
9288 7534 48
6765 8715 14
7557 3826 35
1574 3635 43
2771 7763 38
2340 3538 48
2619 2067 31
7864 2829 50
8189 5502 20
5 2 69
405 5029 27
8123 5069 86
698 461 70
9963 7479 5
6955 6402 13
9313 5755 100
2530 5622 32
3530 5695 67
1263 7477 6
2616 4636 56
8309 9499 23
2940 2853 53
9813 9632 89
1292 8888 71
8698 2446 23
9460 663 19
6555 3057 41
2573 1170 33
9182 5339 22
1448 9799 85
6816 5570 57
5569 3299 24
2904 2674 25
4196 2862 43
6524 8241 64
5916 5603 28
1286 9345 93
1447 1696 51
3128 2469 50
452 9635 40
8955 3527 27
8705 7555 32
1649 9104 68
1702 7801 47
9530 2675 21
1752 2506 15
2979 2422 45
5967 1938 21
4894 111 23
8685 4671 58
4315 942 27
751 665 73
2780 1037 29
7656 5109 85
9703 8699 18
1151 3143 52
1730 1860 89
2340 5072 66
935 4905 59
989 2870 30
5228 1993 61
5521 2282 71
1113 8816 35
9751 5327 30
7157 5136 82
8557 3615 97
7675 526 35
5826 3027 20
9584 6173 69
9869 3255 57
5807 59 77
8381 9506 23
1674 2826 87
2507 7314 20
8711 6088 40
4434 3324 64
2201 4674 66
2432 6765 21
5264 5349 62
4749 2398 18
93 3738 65
8019 585 91
3866 5315 79
9048 6162 93
7512 722 2
2187 6454 60
8728 1311 24
3332 2829 51
3415 970 73
376 3109 95
90 29 16
1925 2123 35
7708 5019 19
2383 2996 86
5486 9472 14
4045 26 80
3919 8749 100
1670 1374 41
5863 1157 2
6158 6333 4
923 487 81
4980 1201 76
2965 2739 45
1515 3289 42
3754 2038 43
5039 750 83
2713 1446 91
8931 68 35
4658 5036 65
8689 1872 74
5267 2090 10
748 6218 7
9173 1060 2
1710 966 50
9007 8601 20
3568 2736 43
2035 4885 7
2779 2271 23
2018 1969 88
205 80 47
2843 3757 11
4767 7346 39
3238 9455 87
8223 8650 81
6203 1217 21
1039 239 95
2456 5840 19
8681 7829 25
4730 5386 11
5071 7400 47
2113 3847 27
4020 58 79
4680 3544 14
2317 300 62
5063 3006 62
9869 886 76
4074 2156 67
1124 298 1
4880 1857 35
6614 6642 5
3279 2984 87
8336 7255 8
6680 3244 9
7422 3034 78
5409 1571 28
7117 1579 3
9036 4484 65
5214 2780 72
2873 6347 19
3124 1782 5
6267 632 42
8323 8579 96
9157 6633 29
8556 5635 89
7284 6027 20
5214 4703 46
2438 7250 54
9475 1857 46
4856 6715 92
5557 5882 48
2791 7177 30
5281 2800 37
7495 3328 13
8685 2370 33
7610 7475 94
7063 956 31
9059 251 26
9586 920 66
8286 7301 50
934 653 9
8901 3184 81
787 975 30
485 6532 72
6797 9924 89
9540 8757 69
3492 274 29
514 5473 100
940 571 16
8020 6202 30
2563 567 51
3275 1877 80
5658 7327 87
6175 368 94
6592 736 92
9427 3091 67
1140 2952 85
9356 511 95
2823 2807 85
1627 1045 51
8995 2079 43
2294 70 2
2475 526 8
3694 3643 46
188 3751 94
2624 1520 49
4574 4439 50
2933 5271 34
4023 8985 6
1254 623 31
8889 277 69
7960 6112 84
8228 3146 84
3027 3409 47
4095 7816 47
4017 3019 96
650 6561 21
7220 1227 72
9181 3828 88
5122 3589 70
1323 5379 55
2756 5964 67
5846 6143 62
6043 4290 81
6047 8375 5
4269 2180 70
5536 5344 42
1545 53 14
3466 7943 70
3103 7702 66
6772 6344 41
4421 7630 78
3707 258 65
7800 8950 87
2109 9109 98
4403 7530 38
9983 9029 38
3265 6321 13
5056 1015 29
835 772 89
9186 5487 26
7432 1753 65
2366 8014 86
2529 1755 22
8378 2743 62
8413 5384 76
5262 4455 19
615 4942 1
3369 2524 85
9690 8078 83
621 610 5
1222 9470 73
5695 1029 17
9569 4745 10
333 5752 88
9247 2833 88
7676 1433 35
1605 32 51
8250 5218 47
1764 277 58
4439 8223 52
8772 9460 40
139 2928 83
2019 7551 99
64 15 34
5093 5649 12
3903 7275 75
7976 1349 36
189 6552 90
7038 2978 99
4530 3608 94
5927 5679 51
3606 114 87
5411 9383 41
5683 1643 84
9523 4210 53
1025 1897 99
3236 1911 46
6833 6626 64
7817 4316 35
176 129 50
9900 6069 48
4058 6924 56
8394 4155 64
3415 8617 39
4226 6993 75
577 372 90
7440 1863 15
6165 8689 82
834 7999 28
1739 5149 59
8321 5511 34
622 7 18
6763 6801 6
7894 7620 2
7566 738 10
3860 3029 29
4690 2237 65
7684 3560 48
8638 4938 75
5630 4981 95
4782 4528 55
9657 5459 20
7246 7473 45
3432 2700 70
9921 8819 50
4544 2360 90
4240 1730 97
7573 1093 65
3791 1638 31
887 565 14
3193 546 41
6152 576 45
2067 8600 74
9076 4147 55
8446 5665 94
5105 3770 12
2180 106 24
1565 7183 17
842 6589 98
1409 976 32
2376 1218 32
1952 394 9
8427 827 28
9146 2982 82
6112 8070 70
8160 1046 63
2377 1941 68
5835 968 93
5391 5027 9
5278 6202 5
7543 3804 3
1565 2104 55
7601 432 47
2023 1468 47
3208 890 26
5422 741 77
4922 8872 9
8296 5359 88
5911 257 25
3830 6705 86
8636 7592 66
7799 6634 63
9018 1683 47
4618 7427 92
5416 5011 98
3178 7467 99
3679 8103 21
6968 1571 24
6386 4108 8
5888 1635 48
3861 7091 23
1930 6021 84
5275 4704 60
1331 8892 5
8519 8665 28
7029 6649 76
5775 4822 24
8111 9714 18
883 1309 91
927 1982 22
663 923 48
7819 5336 83
906 4503 41
1715 750 66
7749 927 31
7112 4729 42
431 2105 27
1794 6243 81
5689 1899 19
6319 2096 5
5443 7992 39
8507 5463 18
1155 111 31
9509 6951 11
9373 662 13
7446 1327 95
6602 973 56
9042 4781 57
1695 1298 3
2002 542 35
2980 9626 9
6201 4144 61
9438 9234 69
2395 229 93
7136 3112 16
5932 5478 88
1693 41 29
5160 2799 79
4896 9236 20
6871 6006 55
3656 535 55
7058 453 65
4025 1476 4
888 150 46
4004 2675 1
685 47 18
6966 643 20
5633 933 92
9635 7848 43
9754 311 63
5839 8521 68
15 13 59
6088 5857 93
6018 1891 63
5907 3709 88
8497 6734 1
8985 806 39
3246 167 62
441 4825 53
9152 7673 38
9021 5103 41
7392 6919 20
5796 3047 9
230 4990 3
2850 8768 99
89 4727 44
1188 6833 14
2782 2109 38
7602 6980 78
6103 3063 53
3669 4351 84
2227 8585 22
9296 5412 68
4266 1895 16
505 5749 34
4422 2273 1
8054 8543 32
6523 7600 84
5567 5167 54
680 3983 49
1825 8766 19
6907 3594 79
2028 6416 26
9457 4770 31
7360 7052 40
5780 4995 2
2244 5489 50
5183 4555 63
3235 1971 56
3183 8173 34
1781 4048 70
7845 9165 48
5667 1874 25
7090 8384 67
6533 4747 29
3047 2417 85
9385 831 70
5120 5255 85
5239 5629 10
2927 52 42
1552 936 61
6655 102 43
6955 8503 81
4956 2298 22
5575 4390 34
104 3995 100
1524 5628 36
7999 8992 71
1143 1785 64
5987 8931 13
5672 3223 13
2555 908 88
4156 5072 5
9255 471 96
8339 6269 87
5818 2878 85
9979 4135 53
2620 1196 4
7754 4476 87
1781 1676 3
24 1571 88
6360 2836 65
1445 5600 90
8878 248 48
5580 3662 68
9359 1816 77
5658 704 8
5057 4075 61
6218 3292 65
8264 7495 63
218 3584 73
3568 6657 51
9356 4284 82
4663 581 73
8009 5219 67
2830 3567 52
4611 3994 21
5352 6092 15
2999 9992 21
8045 4331 20
6498 4497 80
9716 487 43
3908 3641 6
3721 3194 73
6576 2193 38
4916 9058 68
2605 127 47
7186 1540 91
3139 2619 83
4834 1970 65
5232 1596 99
3333 1925 26
2506 3124 14
5292 9607 52
2836 7694 46
5442 7944 69
3728 1517 57
7997 5172 73
5921 3597 79
8806 5663 46
4246 8073 60
6586 408 40
8254 3575 1
988 840 59
5644 3950 59
7054 5018 37
1463 980 93
5438 2024 34
95 1589 77
6814 246 37
3922 3414 35
9675 7385 16
4274 1931 55
908 5815 37
652 71 92
7249 2689 25
6180 5484 85
7216 3158 52
8962 5859 35
8929 5671 19
2019 2187 66
117 52 69
6081 5798 94
5342 5720 99
7597 1635 95
716 269 11
7250 2436 6
8902 4346 23
859 82 88
8246 3868 32
9322 8938 37
1451 9099 70
8765 7112 4
3948 2148 40
591 56 14
7095 3443 91
1304 1457 94
1004 9077 74
467 6442 93
2065 5395 70
7244 211 78
257 3682 81
21 1286 50
7266 3797 15
2713 4419 10
6232 2193 26
1333 777 15
4730 4171 61
1629 460 92
8064 3085 40
5370 5007 38
5216 2852 64
9728 4162 76
3919 606 78
1710 4243 28
274 3139 37
4825 537 73
3981 527 95
5153 4528 58
3531 988 60
2305 5036 35
1172 9008 60
8059 4947 13
1436 6128 91
3970 1368 29
63 6418 93
2347 3503 16
8493 9616 46
3739 11 57
8928 2477 75
590 359 11
3428 657 36
5337 4489 9
5771 3356 22
8094 4162 13
6026 2366 9
3872 948 37
9755 7662 53
9556 5939 4
2671 9037 34
9680 8296 3
6199 4197 19
3609 4176 41
3726 8326 28
4493 7710 26
9212 7775 91
4454 5393 78
8207 696 24
3163 3613 81
8606 4872 41
7724 6550 28
2316 4430 75
8464 7737 56
9967 6639 4
1136 7496 39
2893 696 60
1875 8920 78
195 498 94
7480 4900 27
331 4753 36
7075 1618 4
6986 3713 16
2792 1378 13
5087 3493 60
6995 4110 48
4711 699 13
4383 4716 36
9787 15 52
2343 8495 57
7284 3881 5
8672 5913 65
684 52 1
4247 801 88
739 6699 63
4482 9551 40
7599 5479 87
4506 5324 35
5731 5182 74
6821 1913 29
1322 1473 4
6370 6272 36
3931 4275 20
1145 296 75
6308 4268 44
2780 6501 15
8687 1674 83
7456 1782 22
5882 4667 69
3175 584 73
5493 5021 26
5320 2319 94
1380 3256 16
2473 912 60
9350 6034 14
9903 4202 83
8239 2243 94
5201 3109 75
4934 4549 43
9620 2188 78
1059 8513 70
7377 8861 70
9 9589 27
4247 3594 67
3392 2815 27
358 58 70
7271 79 41
1686 8644 9
3658 8075 63
2837 537 79
5383 6088 54
3857 2689 19
3219 9576 48
66 15 94
2973 6773 89
2824 172 13
8377 9635 62
8096 6177 33
7041 2347 58
3437 5348 17
141 3188 11
5730 5304 58
6614 8297 3
6985 6593 83
1193 8480 39
3160 1510 12
1286 1746 66
6369 1476 41
1047 8700 81
9323 1908 98
4448 7445 78
9153 338 86
5019 6203 21
4108 6010 38
7782 94 79
9554 5693 91
2460 9252 100
5681 3856 12
5566 2263 94
3564 6227 18
5641 2985 60
3666 45 53
3603 2835 54
6023 6336 44
8314 5989 23
3615 1201 28
7942 3287 16
5736 9100 59
8626 9925 65
3852 3535 74
227 1345 60
682 8542 27
9459 1960 55
9684 9567 92
3862 2925 43
7343 6335 99
7302 2465 81
9207 7325 23
3703 1977 42
9068 9337 81
9028 8740 35
6244 7564 91
4370 1653 25
2216 6731 18
338 169 2
5655 4765 1
1080 1875 28
8323 5198 93
175 3943 81
466 6385 36
3908 6789 88
7972 476 45
226 6277 21
5115 4930 6
1638 2155 47
1437 953 93
1919 1013 87
8189 5778 93
6320 9848 53
970 8504 57
6039 4825 4
6780 4852 48
9609 2417 19
3116 3546 48
470 8845 8
1840 1584 5
1879 8412 39
4729 2416 34
2599 3137 91
6516 9103 8
393 160 11
8133 1509 90
9124 7896 48
727 409 31
2869 3177 75
3659 798 22
5881 7768 48
7311 2373 2
3307 1809 10
1117 1037 8
7062 2539 92
8180 96 49
4723 8136 63
6832 1390 50
3798 5188 50
6314 1730 57
8156 1836 86
7053 1980 67
5478 2335 57
2755 8325 23
2557 595 13
7580 4452 81
9282 7956 77
2652 4880 60
6866 6395 35
6801 4892 34
7223 2690 14
8807 667 7
6255 5248 76
5096 363 95
6137 9845 60
5813 8801 95
8095 853 85
4629 3036 16
5510 5209 62
8622 7232 22
5039 3658 72
8003 4516 25
8568 3784 58
6693 8047 41
6325 3565 9
5235 2697 97
8451 1709 39
114 17 9
2984 2623 56
6381 6470 29
7392 3046 92
9516 39 31
3539 1246 10
1639 4004 39
465 4990 49
195 146 88
7840 9569 55
276 187 59
4679 7821 47
196 8076 73
8062 2091 25
3763 92 11
5288 2945 12
1309 4096 62
5628 3584 6
1024 200 20
8177 1614 29
9814 2620 48
9857 4768 35
2778 2174 55
3616 4843 84
826 5613 65
1378 358 75
7061 5280 44
3387 3116 6
5233 3382 86
1913 1166 62
418 4347 68
618 402 71
913 8118 46
6271 288 49
6242 8563 59
8049 5291 88
5135 3880 42
4808 1464 78
1706 4995 83
5112 2575 22
7544 4169 67
7061 4243 7
382 7813 75
3062 4201 77
6076 9282 57
7042 1439 63
7782 5134 16
1094 317 29
4787 3692 14
4790 3873 70
1485 354 58
3801 1332 74
2760 3910 28
5180 5039 73
693 8951 46
3059 2650 92
7221 8607 4
8525 5667 93
2388 8438 53
7612 8533 37
8090 1423 88
5037 674 36
6710 2521 16
2222 79 20
8377 3816 98
1025 1587 92
1054 9279 69
8081 90 15
8554 4841 97
7669 8155 93
5032 3778 2
6459 720 14
4582 9454 79
834 247 51
4027 7234 17
9863 6523 83
5189 2954 37
3812 7100 33
9856 1104 80
784 2043 22
4564 3782 15
2149 4078 69
8345 7514 65
3708 575 33
7575 1177 75
734 145 76
614 9991 52
9227 562 72
1556 715 49
5925 599 80
7041 3798 45
1484 9681 9
5363 4842 31
3496 1615 56
9648 1475 30
3917 4653 32
1796 7221 51
4209 7164 23
6464 7667 69
1964 6034 53
6331 4301 96
2169 7150 1
72 3515 9
6408 5624 63
4593 9587 12
7343 8836 81
8360 8727 75
6453 6978 66
614 45 29
1394 2427 89
24 23 30
6367 4265 26
4710 7434 92
9708 525 43
8482 5413 76
6205 6761 39
4450 2183 67
1353 6443 80
2684 540 47
108 13 74
4943 3540 49
2498 2199 45
57 659 62
717 3782 66
6291 4916 98
7321 5773 9
4882 39 48
3645 2051 85
2893 1952 97
8683 6846 23
1146 9613 20
6701 2574 9
3779 660 93
5525 9735 89
9584 7194 97
1347 910 43
7482 45 20
3139 5390 62
1081 1480 53
396 6032 69
3684 2550 47
413 8539 9
7544 3026 78
2452 770 12
4580 2650 76
8615 9244 82
6578 1679 53
8605 2639 58
8629 5118 28
6022 8249 30
7917 2415 45
502 200 44
8009 1851 66
4610 1598 92
8641 7549 17
8193 5007 56
6363 2880 55
9679 9382 30
8331 4296 25
1330 633 62
2416 1103 19
4234 257 29
8953 7330 31
3983 4897 85
3435 2305 26
8949 521 54
8451 179 97
939 442 34
5122 1260 24
1675 7350 79
6221 5627 62
2288 384 89
221 1669 35
7767 6835 32
9754 6826 3
4048 3681 73
495 9175 54
1410 15 40
7291 3894 69
927 9976 51
3274 3449 65
792 634 28
2253 562 54
1952 6099 73
8297 4196 29
5149 3018 62
692 8183 50
9615 8449 10
1894 2277 28
869 7971 77
2293 1405 23
3022 8491 48
3744 1772 68
5709 806 54
8613 4181 89
4237 933 82
6260 2441 61
7261 2319 32
3184 8314 40
3562 2658 35
3766 3508 11
710 4316 73
963 364 71
8434 6628 83
2032 939 38
8400 9705 51
4080 5124 38
667 1441 21
2193 8090 14
6934 2001 78
6894 3287 17
7339 3696 54
2791 7913 17
5374 7493 99
6623 4229 47
7463 1678 57
831 8567 79
4556 9520 52
8753 7295 64
3427 279 42
1997 7680 17
5008 525 26
1761 9888 14
9566 6022 49
1557 828 98
7300 8001 33
5370 7377 63
2885 1382 97
2832 1116 66
5999 2905 14
8050 2942 81
69 17 42
2270 5326 57
215 3422 73
1921 1857 87
8776 9593 98
9268 9768 3
5552 4290 82
4915 262 65
5998 5485 56
9974 1875 28
2104 6345 18
3298 7497 86
743 8974 7
9054 2376 91
2515 200 45
9476 8665 10
991 7146 17
2030 5918 95
7777 7791 66
9608 108 2
3890 4290 45
6274 6230 41
3006 5105 42
8039 9626 74
4005 9150 84
1178 409 19
2905 1774 21
9460 1085 29
7486 8201 57
2221 1075 22
7672 2771 66
9274 8150 94
5910 4564 90
7398 5927 38
5553 5893 79
3462 644 80
670 4258 25
5049 1213 52
3786 2906 67
240 150 41
4235 2683 9
733 3792 75
6142 5016 80
172 523 14
1741 803 20
5853 105 16
3881 40 24
4702 6453 11
7363 2046 78
1963 2010 68
5186 4458 99
8855 9874 66
8578 7203 9
706 4482 55
9438 3823 61
6262 7684 44
7836 8693 58
4994 4216 7
8834 5839 11
3973 5610 74
4706 1479 63
2857 1656 73
4507 1327 81
1955 4703 67
2019 3212 92
6958 7361 24
3476 170 5
3697 8399 42
5225 2539 57
6055 1597 58
8359 632 71
7158 1419 49
4786 6298 15
8687 5212 64
2155 5351 34
6427 3578 86
8014 6878 52
9327 1981 5
6076 1678 46
9110 6828 1
8925 1784 46
205 6359 3
3609 8427 21
110 23 64
8313 6562 99
1073 8212 90
6108 5646 72
1136 8898 55
6815 5701 55
8780 6055 58
6317 6950 39
4642 2648 34
986 1852 6
8894 9610 65
1368 5818 72
1727 1265 43
7600 6038 57
8036 290 25
8194 437 21
570 3515 34
6280 1528 4
9934 2122 36
1803 7408 6
28 6409 65
1493 6483 10
9199 1054 96
2256 727 70
7492 3250 90
4667 4577 82
1406 7087 75
9068 527 92
754 5728 73
4795 2151 77
6169 109 18
8303 4482 71
23 2862 96
3271 8947 77
2948 260 73
5800 736 88
580 7014 41
5951 2819 97
8491 7503 6
2529 8788 64
6695 7328 61
5720 6298 68
546 310 15
4589 406 57
1760 1928 55
3751 4242 14
9135 4775 45
3103 5205 75
427 82 46
5737 1245 16
999 2072 68
7114 4865 23
5760 4924 54
5626 2813 58
3585 6009 80
5526 2432 52
8048 4270 77
5048 1710 94
2484 590 100
766 623 93
4490 2751 5
4021 8907 70
3601 304 64
9525 2903 58
7074 1560 32
1235 208 14
9436 8787 62
1463 1453 75
76 2639 49
4572 3255 46
3148 497 97
1564 520 65
6974 2587 12
4006 6979 64
4214 6493 5
6126 3847 17
9918 5339 67
1804 9459 95
7569 2235 85
5151 6272 31
1362 6009 27
61 7730 100
9664 1512 25
1071 5858 23
9781 3559 81
6548 4880 84
6955 1270 18
8105 6590 76
816 3232 57
235 9807 15
8225 6106 40
9459 7294 87
7234 600 77
8936 6139 29
2667 2346 100
5019 6443 13
8359 5304 20
6079 717 1
2960 4248 82
9092 8558 87
8409 9141 83
222 14 41
74 5750 43
6600 7886 26
2 4636 5
3695 7024 57
3111 66 83
2456 2433 78
2890 8803 50
5039 7273 43
7731 3100 89
6405 3564 61
7138 1032 61
6578 8539 62
7071 4673 19
8898 4290 49
3189 3177 92
5653 2096 26
93 15 46
9513 2623 16
2824 7238 29
7392 5117 48
2072 5563 40
4944 1784 8
5392 5314 6
4153 5045 89
8273 940 89
8532 5315 75
3914 2267 54
5016 4904 37
9754 9326 12
4203 5783 17
2455 2129 67
6508 9627 44
698 8853 17
5498 7303 96
3100 875 16
7031 8383 38
4919 5298 69
6858 8788 48
742 295 53
5699 5586 22
1912 8087 10
4369 2329 45
6191 1922 91
3238 524 87
8047 2750 70
7386 2215 48
2079 6044 1
2989 3447 68
6247 9492 19
925 3159 1
7646 3889 2
2464 2511 53
9327 1016 16
4983 261 67
3337 2905 39
7871 1392 10
9164 1431 46
9924 360 9
9001 8944 63
2735 868 70
457 419 36
540 6431 79
6460 6258 73
2696 9826 58
6875 2898 22
1218 5061 40
4938 4637 53
6771 7591 98
993 7072 62
6604 8395 62
8764 3032 11
6947 9782 55
2390 8064 40
3257 2603 77
1436 3238 87
9760 2267 9
2284 2483 22
2506 2696 5
1127 6803 55
6236 8098 74
2313 9815 92
630 211 88
2087 1471 56
8622 9278 30
4345 3408 51
9391 868 79
9978 1108 89
1913 1645 77
9499 9054 64
8755 1646 94
5188 2724 76
6327 177 4
2102 1687 48
6937 2178 28
2664 1146 8
312 199 79
4338 453 38
2597 2271 2
7064 4189 35
8806 7816 100
1434 1703 88
3173 501 23
9297 8790 96
2415 343 91
2521 9448 86
6601 303 70
8889 590 88
9155 8608 89
1249 199 5
9601 7453 86
2316 8638 92
5256 1512 64
4307 8266 93
1069 4006 91
8635 1542 31
7049 6656 89
1402 8034 31
3858 9940 52
4500 5786 47
2201 1585 88
8123 40 60
4104 3851 27
8124 5307 62
498 5584 13
6571 6179 39
8008 6998 16
6977 1833 37
4589 5075 73
7391 1619 55
8399 4643 12
8780 1075 76
7624 4181 100
1335 3070 20
9126 2552 12
143 4415 82
4314 783 88
4630 6531 20
289 1170 82
190 648 48
8737 5819 60
7740 4175 69
1072 6932 51
8824 2546 11
6263 891 40
7623 3358 31
8346 4893 80
9703 231 18
7450 3107 87
491 4586 52
9215 5999 36
4652 9712 57
8919 1825 82
9459 6036 44
7157 5295 99
2144 7446 83
1864 1871 78
8419 2539 33
2261 6018 6
1615 434 89
4861 2425 44
4152 32 81
610 9018 56
8440 7345 65
4205 4054 91
4988 8969 28
5290 6606 26
9732 8249 71
7249 647 25
1118 6377 29
8719 8319 78
1678 4149 66
7940 8506 83
7510 3481 2
1578 173 76
1332 479 36
8236 9688 20
2589 415 86
2589 6205 34
8100 5935 62
19 8743 70
7813 8971 4
841 57 86
7154 358 5
2193 439 46
8246 7564 55
9710 895 38
1615 9395 71
6116 6703 64
8849 5042 47
2995 5656 39
3968 7284 1
3985 9973 58
9230 6832 26
5953 974 86
8243 3588 80
7070 1677 58
4578 947 84
6097 8387 2
3025 3996 86
6247 6066 86
1986 5246 43
4263 3373 3
6833 3989 62
8066 8511 20
6904 3975 56
589 157 63
7253 6108 21
9530 40 74
5304 1674 100
4859 505 2
995 3157 29
2798 2552 2
7494 2228 65
5830 1522 66
1871 5290 64
6248 3085 82
988 7395 82
6089 449 33
7934 5672 82
4693 2502 98
1866 3232 26
1972 1444 58
4877 501 67
4186 727 21
5735 5558 12
5471 2578 67
7970 1530 3
4436 4224 45
2334 2256 5
4611 5211 7
6324 4945 16
5218 6477 17
5348 9581 49
2036 1576 20
5785 5920 48
3916 475 89
5375 6415 90
5474 1196 48
2613 4294 100
8996 5847 30
3035 956 16
1946 7295 33
8545 7638 8
8633 2038 94
9629 7672 64
6079 8287 37
5700 8659 86
4149 1195 35
8436 3657 85
2536 2898 79
1796 1101 38
7148 1219 2
9648 5115 41
9668 9366 10
395 300 4
9102 9245 45
1321 2196 35
9864 3330 73
6973 353 27
4250 9595 87
6836 115 83
4310 2703 87
9425 3120 23
8582 8213 64
3433 6921 68
3231 814 8
5608 1824 42
6230 6614 99
7590 1811 53
771 335 93
4644 4064 44
7479 3665 88
6146 5449 18
5515 3433 65
7582 7726 100
6880 3711 42
9077 4476 100
1366 1474 7
3221 8247 47
9901 7724 69
9605 1386 48
8617 2929 14
6599 8440 72
4239 689 47
375 9170 6
6750 9763 4
9640 3697 3
980 4519 61
1867 1631 17
2781 2186 73
5866 3425 53
598 4689 11
2432 2167 39
3113 5039 59
4392 3437 70
6011 4833 38
2348 322 29
7860 4119 84
5827 3182 82
9726 2216 44
9701 3703 41
6233 3818 89
7953 422 52
2477 4773 24
5814 7590 83
5363 4719 67
6548 4320 75
1923 4813 86
4827 4003 47
6978 3309 34
7831 1248 77
2559 4001 58
4542 4778 96
1665 421 62
2312 309 98
6546 2028 66
3901 1569 10
3146 2634 53
552 1301 77
5455 3525 36
1832 5755 50
6654 7601 43
6334 660 33
3888 1161 4
7948 4853 24
3851 9903 61
736 9117 25
8471 2949 82
3907 9163 40
7504 344 34
4893 3233 92
3749 1582 78
1628 616 39
9259 3610 41
900 97 78
4473 175 49
8691 5219 56
5321 7010 20
287 188 93
6626 5549 6
9266 4904 1
9520 9039 20
2144 3154 1
4343 4208 5
3273 531 58
7604 4803 52
